Degree_Stream,CGPA,Technical_Skills,Aptitude_Score,Communication_Skills,Internships,Projects,Certifications,Coding_Score,Job_Ready
Information Technology,7.558225953533793,81.2403658083061,66.5934098832861,59.3689434850726,1,2,2,67.60354775210892,0
Computer Science,6.502859860306755,57.93313022273182,67.87363668958692,83.55654809060432,1,2,3,61.87665890771138,0
Information Technology,7.824548190935807,63.59545716891244,72.03345124622064,59.814869629676984,0,2,0,60.41417367370807,0
Information Technology,13.41126328802052,84.88694971313286,,72.75841324419608,2,4,2,38.62546091587347,0
Electronics,7.2132623437603085,45.69254647123625,79.56408718346813,62.955873833771875,1,1,1,57.22165726050154,0
Electronics,6.4109236055500824,44.04322722330513,73.88154707865883,63.994660712249406,2,1,0,53.0318834099117,0
Information Technology,6.807874403318,56.246010104809926,87.93297082130064,58.20704268568022,0,1,2,81.45417481534881,1
Computer Science,8.406469470990908,80.57568276528976,47.21545328780028,89.2073725612525,0,3,2,67.58650728061228,1
Computer Science,8.101100625149257,42.20980886784736,77.56872721716086,51.807331314046365,0,0,0,54.4400575650961,0
Computer Science,6.326933706241738,22.517666028341456,79.39807545005414,51.67581945412325,1,2,0,94.47769752845531,1
Electronics,7.619198766515071,58.23261712386502,51.40656570879641,100.0,0,0,3,54.62184647569981,0
Computer Science,8.401664548046147,73.27611199866381,47.45694086976416,82.60125616377796,1,1,1,71.15573447772326,1
Computer Science,5.496713662654354,83.00392624608244,58.810868102865975,22.067953423525346,0,2,1,56.66157332821435,0
Information Technology,8.152032230855921,58.05257956871902,60.07687836227062,54.825342694212736,0,2,2,92.62305030056008,1
Computer Science,6.704851489264984,58.82860089325996,81.30129195253646,32.38419192388302,0,4,1,61.73719551627222,1
Electronics,8.184718402311791,82.30851101383621,60.78191824463357,47.88756751852541,0,2,1,62.328284557813475,1
Information Technology,6.58408901214898,36.95387450456869,57.15477222578194,8.506736007787286,2,1,0,57.20259282454573,0
Computer Science,5.334141479202577,59.17218837225486,60.82549394958161,62.53418760150904,0,3,2,63.9302385200243,0
Information Technology,5.546949074540205,67.85635834887587,86.77948501231317,44.44504725509639,1,2,3,83.99075677295819,1
Electronics,7.557701935993658,,70.19565061565429,66.07829462233589,0,4,0,76.91687689369375,1
Mechanical,7.811667002065779,57.35289960213676,67.31123461964631,35.74781734011455,1,0,0,60.56152362232342,0
Electronics,6.414820049874709,65.51661517558762,68.34991751948422,66.49241335709672,0,1,2,94.02650212913308,1
Computer Science,8.266310950532848,27.67508969880516,89.38090501489783,57.53150699383411,1,4,1,77.45971282685139,1
Computer Science,5.506175925277248,55.126273814992274,58.76242410095137,92.03515337339472,0,0,1,51.23637761605301,0
Information Technology,7.42070424162322,71.80263068831701,89.73262436410155,90.40442351142124,0,1,0,32.39303292532125,1
Information Technology,6.046780560285052,50.265589486179806,73.15744448382256,79.1362208541851,0,1,1,51.699723964068596,0
Computer Science,6.717796670637409,65.88476332384396,67.59370927036979,59.120951948098174,1,3,0,68.26697557100506,1
Mechanical,7.556878405579697,71.70308751204047,100.0,100.0,0,1,0,71.94400741262854,1
Electronics,6.467503961659257,59.86176198713353,54.165407653021056,37.04536499888323,2,1,0,87.18275366604038,1
Information Technology,7.0385333469242095,67.55695656494856,64.69471360649491,39.73594466785407,0,2,3,38.10908049762,0
Computer Science,8.70755137105733,50.55901152073081,51.51353141254,63.49190420199684,1,3,0,51.21689332106379,0
Computer Science,6.807729756572222,61.9008308045593,84.28692955804254,100.0,0,0,1,36.44714660250974,0
Information Technology,8.50283053447817,74.15324254383833,95.33783400477517,61.35789967633843,0,1,1,33.224015768411086,0
Electronics,6.1443517744108584,67.35459441452652,95.04884172106958,61.701585622232926,0,3,1,47.44362508093363,1
Mechanical,8.13576501349834,,88.35923129719006,39.04561358998743,0,0,0,67.33224488588041,0
Information Technology,9.22988234478948,68.36324606436189,67.03569298306051,82.02673253486681,1,1,2,75.42788869780632,1
Information Technology,4.534026599847253,75.71914685954927,64.5213853376523,82.15717257792836,2,1,0,41.0329178675665,0
Information Technology,6.5437256934354275,34.25088082133783,44.93245341258903,79.20335362519837,0,0,3,43.8144816122552,0
Computer Science,8.192486552616648,82.38611097433846,100.0,53.674027888747474,1,1,1,24.40353649353132,0
Information Technology,7.256345536748409,59.95617891978392,77.03467117222702,52.279278169285895,2,2,1,64.28704416553991,0
Electronics,7.9453750480455705,71.38234899860345,62.620646426957755,41.72379949271053,0,3,0,45.357221960585235,1
Information Technology,6.775217775941015,82.95870385467842,89.92085333480452,66.50970503169681,0,2,0,93.26062756423696,1
Computer Science,7.60390774496748,44.42489454154301,55.40853224859999,,1,3,2,68.1961759929919,0
Information Technology,7.313187317529505,54.3583849635868,76.0993305133401,43.8065029055128,2,0,2,56.571085130864496,0
Electronics,8.90133847399177,60.67176956186443,67.41056298563748,57.37356709560783,1,2,2,47.17775144911095,1
Information Technology,7.8053050119614555,53.24369718313358,79.58015709820451,,1,3,1,30.106595596115415,1
Electronics,7.905123194490242,91.02404863755213,69.04639691220818,55.31638648120481,1,0,1,32.64256446109138,0
Computer Science,7.0057476406530395,52.148418592598105,48.23608163333164,73.3960027431247,1,3,1,47.55718090855731,0
Information Technology,6.914872531113008,56.666798307697,71.13364559005056,66.42286043870503,2,2,0,46.02194235951391,0
Electronics,6.9809301746164545,68.06583547404465,85.73296212813042,59.813191450799884,1,2,2,40.01656314308011,0
Information Technology,7.973342570853956,46.96775710885867,69.56175391219023,68.29423270960667,0,5,1,67.54189454884688,1
Mechanical,6.994818623015685,59.06478932365604,81.6267268238363,47.15251326011662,0,2,3,70.28531184829718,1
Computer Science,7.847729828275695,69.76179891875262,54.3170577148892,66.8950152303742,1,1,0,50.82735205396544,0
Computer Science,9.990480958374526,60.007093934262336,69.60608810095222,67.7108448712034,1,2,0,98.70304536530635,1
Computer Science,8.545349644118032,63.599197116500775,60.63234317367134,37.945156531565345,0,5,0,25.065412669678157,0
Mechanical,7.10877176139859,57.06001831327443,81.20471260157065,82.92248757866652,0,1,2,61.16327797944526,0
Electronics,8.941456706596734,42.282945362288494,70.47237343392993,49.13419330591408,0,2,1,55.628395918241495,0
Computer Science,7.010309552374139,69.82389817008858,80.35110514504919,66.62557638571583,1,0,1,48.985982360654866,0
Computer Science,5.054250557786576,91.32399607470862,86.31565639236798,85.95941132963486,1,5,1,46.04674307973881,0
Computer Science,6.290296426899115,65.27602446175158,80.37427862682082,81.66218163884965,1,3,1,59.86080234175284,0
Information Technology,5.2550496947689735,68.37896175871325,74.09677651440467,,0,5,1,55.48944345356542,0
Computer Science,7.078183819150429,75.39084132675289,55.026816122328924,58.47501794812277,0,2,1,52.162469457748806,0
Computer Science,7.522102055027462,45.96004255179951,69.95820833999647,82.0552143543602,2,0,3,34.025607300212506,0
Information Technology,9.51172477473034,90.53771987194408,62.00364396976251,77.14450960055515,0,0,1,27.63776364379002,0
Electronics,7.892312848516995,68.03493194634203,64.8390406494366,53.86942963920566,0,1,2,54.229670496088694,0
Information Technology,7.237079365429363,89.47785348633663,64.38198773874623,50.69191435396957,0,1,0,51.95807791006939,1
Electronics,8.495286697420187,,55.30111637826633,27.69760672947203,2,3,0,56.05926279446344,0
Information Technology,4.846637629190538,92.27092883836737,40.639921162990156,67.77257315030457,1,1,1,57.82756404220982,0
Computer Science,7.782737469730279,76.62733241052175,59.977854275083494,63.51144058966882,0,2,0,49.54995316234364,0
Information Technology,8.42503823266436,73.29560128778537,72.90069177886238,85.45144474356576,3,3,0,55.75185152363589,1
Information Technology,5.725696505064191,68.51036681529722,49.777344318587645,71.4629916826466,1,1,1,42.92943383793011,0
Information Technology,8.872504851848316,61.27207072888326,70.23523354707436,89.01612549510843,2,1,1,90.47891618326567,1
Computer Science,7.9061956889932965,83.00797487710808,98.50402636466447,52.447443897508926,1,4,0,44.00519703700063,0
Computer Science,7.001654503319038,67.1053980477207,85.34584832878359,85.48670595741713,0,2,1,52.58038581069319,0
Mechanical,8.259338239327542,35.49395444619271,94.65312263680794,55.479505176116206,1,2,1,45.52422421772239,0
Computer Science,10.0,48.24220307439496,75.8669181539909,78.9967291122609,1,2,0,45.18836919590194,0
Electronics,7.718239506070194,62.21231371710879,87.51264734479669,38.74234893444752,1,3,2,60.49283133275893,1
Computer Science,7.797864703560403,69.64998474748332,59.14052904298319,69.2324353885914,0,1,2,57.95531580233976,0
Mechanical,6.948766920551707,64.15117266650157,60.334895994670234,29.27561705397362,0,0,3,50.810792192495796,0
Mechanical,6.48018675664225,83.28456184690495,28.91289690793791,60.19152525304842,3,0,1,54.330480168913766,1
Electronics,8.496402979853094,35.733472039420626,87.79218211063449,72.92637188980244,1,4,0,45.60372898013459,0
Information Technology,6.472699408909359,67.1538190475774,93.1048596972983,55.622566077840276,1,2,1,68.0345127545232,1
Information Technology,7.585879484663271,37.730311619192676,61.70234131979095,46.092122682392585,2,2,3,100.0,0
Computer Science,6.92681106388186,76.39568443226253,66.19072440404148,80.23013244732681,0,1,0,42.50317445533563,0
Computer Science,8.07477579089567,63.58311928336996,58.692068294635575,63.13766978275538,1,2,2,67.87926447469209,0
Computer Science,7.900394526344338,71.29414958036178,75.73980327216238,56.18772835344791,0,1,0,60.898979140414205,1
Information Technology,8.745047933109479,52.04175559115351,86.87398817954862,65.75412658077698,0,1,0,73.37259516265179,0
Mechanical,6.887980321374304,84.19197397486627,43.858420391784385,100.0,1,1,0,73.93585920992143,1
Computer Science,7.1761500776479545,80.62586996088277,76.14157795963378,85.76305129606779,0,1,1,64.10825394437322,1
Information Technology,6.325483541061232,73.75316454517831,65.84992342421282,85.92632602738112,0,0,3,59.203588477698005,0
Information Technology,6.966848087908667,63.057241297048385,71.70091587950034,72.83983374186255,1,1,0,51.31099600703107,0
Computer Science,7.952760591653822,73.69785927942698,76.88491002511437,67.99673490638865,0,1,2,44.700792937827295,1
Computer Science,8.408386339974422,54.39661148018977,67.17696341840768,21.87051881005251,0,2,2,58.063086780964305,0
Computer Science,6.3934016109868494,77.83333488531068,68.4461971989133,52.778353763663624,3,1,0,34.30822337164639,0
Electronics,8.543527104126792,89.74221341485881,66.79187248668042,56.34966056235546,0,3,1,48.12288019765062,1
Mechanical,9.126765430565941,81.05915839968779,84.55474302682423,31.251942847144406,0,2,0,82.13707248945137,1
Computer Science,7.996121883868441,,76.28139940191245,44.166515776122196,0,3,1,61.970244421593826,1
Mechanical,9.75215497506968,70.42125975909654,73.30875306606042,29.344943523392587,3,2,1,77.853288378711,1
Electronics,6.571452961075712,45.60287684362029,50.93572418361576,64.3101709574473,2,4,0,89.39287773316848,1
Information Technology,6.0064143560262995,73.58585466763513,64.32130385180268,79.7377874752787,1,0,2,56.459410881703654,0
Computer Science,5.365535701314866,71.75905119293809,83.48003740508761,84.92194133523792,0,3,3,64.14651668387283,0
Electronics,9.29525317378702,36.952754907017535,70.56544859685884,72.46612031742634,1,4,2,53.96308211694489,0
Computer Science,8.28523878762487,47.57324234131454,79.89297204383708,47.658865858425756,0,2,3,43.74788479048787,0
Electronics,7.433298394907454,60.752916548843494,96.49767700491451,30.22282714664073,0,5,0,40.940634813351906,0
Information Technology,7.835962351583785,60.48710379288761,85.57909103813225,33.37636341077297,3,2,0,76.86300745192983,1
Computer Science,6.149413143241948,46.85784596871792,71.39737506549613,42.158313609419025,0,1,0,64.17254560971296,0
Information Technology,10.0,70.83468094028277,62.33516244706409,49.00052543535786,0,2,1,96.93206144162106,1
Electronics,7.655065418370273,68.77210413410768,31.696756059161526,62.12452703615144,0,3,2,79.44104025847781,1
Information Technology,7.631273753525871,62.08596302032221,67.47422616290721,46.74504407371457,0,0,1,45.37574020927264,0
Electronics,8.37091994867843,53.66312749762456,65.10981256274727,71.10156608602871,0,1,1,76.80684360453543,1
Information Technology,8.077211078084057,80.73060689624845,75.85549291593064,,1,1,1,53.898489217954896,0
Mechanical,7.768660829134958,89.83110669632443,67.69142159537968,65.18982281133846,1,1,1,84.33719418258002,1
Computer Science,6.5514306534656255,57.746577742301945,65.19422410844808,85.52450994808169,1,2,0,50.27332245513959,0
Electronics,8.065762028563196,55.81749624267769,43.30901604239169,43.75582878439334,1,4,2,38.951480795146544,0
Electronics,9.75842939577004,72.36811498117994,55.900482562749005,72.53668240926262,2,4,1,44.08489845877181,1
Information Technology,9.114504055385973,59.629559303795205,77.14976561200837,64.74848188743069,0,3,3,45.10670195170172,1
Computer Science,9.411823951967277,62.909041990051485,95.73861446699041,58.99724694254549,2,2,0,43.19496470762672,0
Information Technology,6.886541188282577,76.09479727587006,68.53711924381565,80.93461377558728,2,5,0,48.547834487897866,1
Information Technology,6.312474215689703,36.359658687390606,74.91716610361185,80.82225478202614,3,4,1,77.13383740650475,0
Information Technology,7.3490556958804225,84.77453487279004,,47.96316567220829,2,0,1,95.92088416532368,1
Electronics,7.566869894746434,66.09020786494013,57.836590956996254,61.72110949055737,1,1,2,33.39620968892993,0
Computer Science,8.813029822165138,58.8276028315673,75.50221064928164,70.06181028651316,0,1,5,85.27026085666299,1
Computer Science,5.469042444342217,63.661487686678264,58.89264840501762,60.08587853559348,0,2,3,50.44592568051143,0
Information Technology,9.335460383352736,64.43644032530779,82.97236657736518,75.53038398118036,0,1,2,66.95765062404467,1
Computer Science,7.310390521705212,39.03198044832612,72.27104571927599,,0,0,1,26.917079388534052,0
Information Technology,11.737332714886737,87.42407341179855,74.47677720972159,97.98610232640823,1,0,1,70.48070034689712,1
Information Technology,6.285474749687799,65.61988448405928,58.26102103872116,37.45497555326382,2,1,2,19.893752063678747,0
Electronics,5.514171993761076,71.64503195671062,80.60548539416178,62.79615218454685,0,1,1,66.27870144620331,0
Information Technology,8.487804700754298,79.27324655861065,100.0,48.64695479278056,2,0,2,65.14512094058674,1
Information Technology,7.587981560626084,49.68256313659549,54.88132456857691,75.8739341979028,3,1,2,63.82015268590935,0
Computer Science,5.952046920310735,72.10207848552842,64.90361488528714,35.8909059791802,2,2,2,45.30179698734142,0
Computer Science,5.945905473523661,60.985383636518094,,71.23362878404795,2,2,1,70.99053348859287,0
Information Technology,7.097058360851846,77.7015616282474,81.79609317993724,53.65912823572986,0,2,1,67.82163018833434,1
Electronics,9.502825830347271,33.09158869472757,61.60680572065797,51.785086409821744,0,0,0,55.800944327177604,0
Information Technology,7.188490378363674,63.51358549638096,27.5045456478589,38.96303233626763,0,2,1,73.43700614350388,0
Information Technology,5.696228456258273,55.95769016324058,90.38784241246037,56.62863296838189,0,2,1,58.0879170686899,0
Information Technology,7.2051083230968676,71.48394425951233,81.40759179376214,84.52100954523667,0,2,1,70.57554317817524,1
Information Technology,7.1727317163027955,72.05066281052304,43.85578704270002,64.54660369646938,1,1,5,57.482413452118195,0
Computer Science,4.263736028470114,54.38561157766961,60.88646812330666,76.29824752174054,0,2,1,64.33403982219082,0
Information Technology,7.434846160178625,54.31739203735935,93.52273644290989,94.96355279539296,0,3,0,71.49445882150525,1
Computer Science,7.222878563749586,63.340019471640055,91.71694627686799,69.74760052680637,1,1,2,52.0417485276393,0
Information Technology,8.335447637776102,51.55036659027188,84.07960034018417,54.941607702877874,0,2,1,35.323268274916096,0
Electronics,9.718747313934415,77.6297554317819,67.35831349060206,73.41053987329022,1,0,0,65.52158011096309,0
Computer Science,8.85187803545731,59.461891993288305,71.24481128218765,55.20266936634275,0,3,2,83.78782757225859,1
Information Technology,7.177333571334203,21.395176710175377,68.0361129231081,55.92039170065095,0,1,1,65.98301945914892,0
Electronics,6.172168909509996,59.37766915067291,86.92359674903255,37.64192960685827,0,4,3,66.36284629392746,1
Information Technology,10.0,49.421842687340416,56.86236390257335,81.67263483951906,1,2,0,59.15647787006719,0
Computer Science,7.571062120817386,40.53086276808582,57.91300517673693,58.051953638310096,1,2,0,74.78237305546402,0
Information Technology,7.516715150295536,,85.15411880254024,68.27776842468552,1,1,1,56.281291677241256,0
Electronics,7.4710498954679965,66.64112707749455,69.33457816732657,46.35268528508049,0,1,0,50.92202437746276,0
Computer Science,7.737701712921426,84.92961242372347,90.67701033180712,72.8470573348785,1,2,1,82.10596505749731,1
Computer Science,7.326767505691269,,59.92731689529182,51.28505771356849,0,3,4,49.38923363414636,0
Information Technology,6.811605591743716,55.9024491767639,69.17832459491763,62.449243009367166,2,1,0,77.78941892903498,0
Computer Science,6.84376927051153,71.83856292756055,,80.80086856230426,3,3,2,82.11870923915417,1
Electronics,7.460696075740802,58.113645346715124,70.11044022135351,79.23366762018553,1,2,1,71.33633864124121,1
Electronics,6.847890274639482,54.58099446255283,47.82179594501802,64.60345869469508,1,2,0,35.01528960854735,0
Computer Science,6.644585060787403,47.684559976505234,62.685498685675554,33.17364141127907,0,1,3,60.54309818444995,0
Information Technology,7.627716273230276,38.722567898724215,48.456192026078234,100.0,0,2,1,55.96000005882765,1
Electronics,7.194027339094974,,,96.42546146491645,0,1,1,50.080014893293736,0
Computer Science,9.304791586299226,67.37080234880197,80.74884009639477,78.00814684798937,1,2,0,62.85503174692855,1
Electronics,4.318836229928386,63.550644949776654,44.046059042734825,51.442331931362524,1,3,1,75.38412694995097,0
Computer Science,8.809808222306954,58.76049608078962,90.0082861825086,62.95534108936464,0,2,4,50.828946797376034,0
Computer Science,8.995302230997154,50.813809089548286,100.0,55.218432264022695,2,1,3,56.572346514526515,0
Computer Science,5.011931721110221,74.12369287527453,70.69009580104512,87.749406903735,0,1,1,55.17882132336025,0
Computer Science,7.088774887103582,45.24302120080122,60.38328609663033,69.72505203533301,1,0,2,83.27742091088624,0
Information Technology,7.0542709608050504,76.64041870765213,100.0,50.88505054952301,2,0,3,54.85798764378827,0
Mechanical,5.810985966338615,49.96674471609913,50.21547252546234,56.526408215753925,0,2,0,35.31188684476509,0
Computer Science,6.5666199748909495,53.71347143970447,70.30159700303648,85.18138656625828,0,1,1,28.53130322018972,0
Computer Science,6.1673089854410055,42.998222140764845,72.69433408947886,93.8017612427686,0,2,0,67.25459133131939,0
Information Technology,9.602724532108347,57.47896779671545,90.17721430678623,92.50996814275241,2,2,1,44.786365202281964,0
Computer Science,8.622814071776954,79.62968687716969,75.39608462690182,78.6265771709716,1,0,2,73.37449010544957,1
Computer Science,9.02586611399299,72.73442132665934,62.52049156317323,60.45275236155254,1,2,1,33.37560022985737,0
Mechanical,8.366006476851881,79.67633168042053,55.732234444180655,6.652751144075832,1,2,1,49.221756667787844,0
Information Technology,6.1451378745393255,72.83213818900904,64.87267269630797,70.34888042854799,2,1,1,33.38862300959703,0
Electronics,6.870575680464271,48.444952572044464,54.896089585822835,64.96708234080619,0,1,2,68.69221431097847,0
Computer Science,8.087249473473502,60.03816163508664,70.71737979677025,67.51967773378438,1,1,0,72.976950812493,1
Information Technology,6.033446629329665,53.29701306323806,61.537057302092705,65.97015224659772,2,3,0,66.772503152732,1
Information Technology,8.355598116206865,84.95862356058561,47.58943310065374,41.127281084915175,1,1,1,38.281273591923146,0
Electronics,7.211609522210238,47.048170303605325,88.82718682562356,75.03335402332134,0,2,0,45.084725117786675,0
Computer Science,7.050215030940484,78.40546534083666,62.53491214856441,76.3798936525733,0,0,2,64.68627977223107,0
Electronics,8.35315196184419,78.39430805163154,50.97794792537031,77.28209807707387,2,0,3,26.24517183751272,0
Computer Science,8.033115973783248,92.4443030257413,67.47611298268687,82.03838606432096,0,0,3,55.17730111224194,1
Mechanical,7.0668406010171045,58.85470111055754,71.02557348951488,75.87292960858922,2,3,2,90.33810706671763,1
Computer Science,8.891195764037098,75.68483239370244,43.802999116314496,57.619470592299606,0,0,1,56.400889016392505,1
Information Technology,6.202724006880123,99.22477754808264,74.97471500688644,63.724936737510376,2,0,0,30.22910721936097,0
Computer Science,8.239122728333117,55.73537484599455,,66.64024761056078,1,2,2,47.85181504647729,1
Information Technology,8.21172150956206,41.974396287014606,95.66543213786181,66.93859008391914,1,0,2,47.386153486448485,0
Computer Science,7.128544272823212,36.79984949138355,77.85940768115103,82.96791780749113,0,0,1,100.0,0
Information Technology,7.891359626690542,75.69068043291998,64.00150014836025,76.58603755440484,2,1,1,93.31358161027791,1
Information Technology,5.998663708337636,36.75274687912124,58.82248344523975,100.0,1,1,1,74.61870868203157,0
Information Technology,8.60883242304828,59.41521420593116,68.42548438654563,100.0,1,0,0,53.138481385172035,0
Computer Science,7.278117436268413,71.5596978055844,79.19186112374935,66.43369248705065,1,0,1,84.01259321959446,1
Electronics,6.8727323753771525,67.7776330524487,69.617588071222,0.0,1,3,0,37.33080721899083,0
Computer Science,8.758811071004267,71.38167296276258,66.74261789294715,87.2629843902908,2,1,0,81.53150630488518,1
Mechanical,6.654787571348689,68.33434783701281,,55.27322589823302,2,1,2,78.55947074840088,1
Electronics,5.809846444363728,84.1829871997009,60.94211603144568,50.57328940704188,1,0,1,56.97308530701439,0
Information Technology,5.632044991771315,50.71525428891805,64.85191109735443,57.827985050191394,0,3,3,82.78372626701544,0
Computer Science,8.227211941614767,54.84507292312203,38.71311341642494,56.960425157337085,0,1,2,51.055577410723004,0
Computer Science,5.96348477700446,53.41010832093764,84.60589346278552,76.02085658189706,0,3,0,34.69828803803533,0
Information Technology,9.605753018381238,77.45287717793916,74.48196670482643,,0,2,2,79.55930025999842,1
Computer Science,5.001684710539534,78.50597882592595,58.39816233949855,45.60102657575117,1,2,1,58.295141417210814,0
Electronics,9.535747641948046,71.76837978977763,98.48102472032858,71.1768539755535,0,0,0,72.03561206597335,0
Electronics,7.753220960643142,82.75240500334891,71.30524720588579,76.21299254743954,0,1,1,96.41773183118812,1
Mechanical,7.383944265755529,47.32938698935429,54.45784642037204,76.54774960884822,2,1,1,45.554918552074064,0
Information Technology,6.84609709582926,90.00836167326705,82.85106132205688,50.83334697920062,1,0,2,57.1324099032005,0
Mechanical,7.978963337222485,87.84857932568387,75.97072324763894,47.39121831320768,2,5,1,91.39269009155429,1
Computer Science,7.454838357090182,76.0343299586862,75.91869978226329,55.88057299181745,2,0,0,73.37463461710567,1
Electronics,8.823962258419826,91.7269836315659,63.61366593022614,69.31770954112505,1,4,1,46.00434511590807,1
Computer Science,7.637073178394448,40.150651884833394,76.75743585667053,91.73859264690589,0,0,1,40.89964592921043,0
Computer Science,7.680362113754253,57.13327795606022,66.07362564668358,28.146130656126495,0,0,0,49.43838719793309,0
Computer Science,7.063665345343373,53.97044808977071,78.33912177468763,61.026882374749405,0,0,0,45.231705903942434,0
Computer Science,7.431665251534719,75.82218985636015,41.42583318984042,41.01178806154633,0,0,0,64.74696238979061,0
Information Technology,7.869362122670471,49.24788890596781,63.49189805531216,35.259631807637184,1,1,2,61.56869014395199,0
Mechanical,5.44779792881205,76.36242724006229,95.83232646712293,82.4052196162067,0,0,1,65.58475508550701,0
Computer Science,5.882177493473145,85.5580421599507,58.4939881689955,74.80324234098809,3,1,0,43.18374396880435,0
Information Technology,8.391916912827257,75.42804350125999,60.942425537602205,73.08980328705071,3,1,2,58.5833218494949,0
Computer Science,7.7050385257535305,69.25626535492252,63.28057992325037,81.57846511515788,0,2,0,18.886004520875666,0
Computer Science,7.279219996376785,50.181899886488765,51.77790796167035,56.36505985820955,1,0,1,62.90012634722733,0
Computer Science,7.522120719678472,52.297235508119535,36.875788356576216,57.21252470599649,0,3,1,83.5088128991173,0
Mechanical,7.917098046434005,83.74428357945,66.5412040221458,100.0,2,3,1,31.505081813076394,0
Information Technology,6.852288383628766,76.69023505857999,72.03789136122485,60.561721023327664,3,3,1,69.66856461294923,1
Electronics,6.566034329517225,64.41470720933684,69.21242397192022,78.23237803497364,1,1,1,47.779712964788736,0
Information Technology,7.735014306117218,58.73135681351164,67.8268215707817,65.11486773733967,1,0,2,76.0500230738674,1
Electronics,6.325952666861961,34.612881903329345,70.64561306275581,31.73134645858853,2,1,2,63.172949024245575,0
Information Technology,7.989903306857366,48.93721371973342,85.34262207326147,28.19667793157717,1,2,3,68.09408225320881,0
Electronics,5.456899674914592,93.67128630709585,67.14330721106175,54.578284041081716,0,2,0,61.29647797510881,0
Information Technology,8.734986764790772,45.793166434963,61.38876134369096,84.00982253005981,0,1,0,86.56663612768706,0
Information Technology,8.067116978895651,67.84219731831621,65.78311772667871,79.18924981944807,0,1,0,66.94820955390205,1
Computer Science,7.807235681176651,80.11165959792798,78.69020139635164,81.45338895603261,1,1,1,45.89152571995098,1
Computer Science,8.679229180734616,46.17615997996561,91.18040317814874,47.233168779146325,0,3,0,61.974301046420074,0
Electronics,9.498569333355093,67.77065712171625,60.57784391246233,94.08570482220165,1,1,1,52.62237914067901,1
Computer Science,8.717244078021757,79.06873306265983,71.48400680543325,47.63192059664508,0,1,2,63.247998130391785,0
Information Technology,5.2909509224020255,65.18748982860876,75.07536162903939,68.83083917605944,0,1,0,51.604605752663744,0
Information Technology,5.964507639917159,100.0,55.111329899067655,64.81365878166073,0,2,0,46.463785289073705,1
Electronics,6.750217706765185,39.97101111682707,70.30625750819377,61.870271234337444,0,0,1,63.98544425496892,0
Computer Science,7.531309260253001,80.88092794825819,48.01489213986857,89.09465848932092,0,2,1,61.115792572331074,1
Information Technology,8.121190824562948,62.407973939053036,43.46424544390902,52.30801063701271,1,4,2,81.27911690091695,1
Information Technology,6.629107424215841,76.57880232255013,75.50119611838386,40.707105397185295,0,1,4,51.70088241734374,0
Electronics,7.724120117372494,71.61960727548869,64.24187888003826,65.35991875171555,1,2,2,20.382923050093854,0
Information Technology,6.593540481176013,54.00265704335005,73.03420611431828,57.80311878284252,2,1,0,52.72258403073374,0
Information Technology,6.766178636409662,68.4349458868901,69.73157534487476,100.0,1,0,0,27.47138482166846,1
Mechanical,5.812006683782133,37.13147822902569,,77.17713457591955,0,5,1,68.31343948193152,0
Computer Science,6.3921201046669145,74.0487125085709,69.32118547053496,57.631869646064764,1,0,0,26.52204143302425,0
Computer Science,5.8779784732603995,69.47237698985788,51.50348042477717,45.98999175463244,2,0,1,40.23257875171797,0
Electronics,6.328952096427201,74.57990252964653,90.864585370021,31.154808609761876,1,2,3,52.75331083450274,0
Computer Science,8.764370155929408,80.87177487630726,49.66044482710054,46.546056456726205,3,3,0,90.87901209522289,1
Information Technology,6.360721333401669,70.51429760314566,67.06322093547128,67.06895189166437,1,2,0,38.54219768570165,0
Information Technology,10.0,67.22134129697415,54.36592617929128,90.69191572870585,0,1,1,60.24809966293172,0
Computer Science,8.091981481057067,51.78397495008062,78.55631760041193,85.19040456298254,1,0,0,71.59953153914518,1
Computer Science,7.721803348433848,54.316688545264235,65.02852943077745,69.12370696963482,1,1,2,89.68121106441394,1
Information Technology,6.469970663782544,82.80101930265997,62.219999205681845,59.18298201735528,1,2,4,75.55589503442819,0
Computer Science,8.340371855290789,86.54503108558968,82.79802317577332,69.83862241541878,0,2,3,81.8781390326493,1
Information Technology,6.8092346085146715,61.42834345531919,70.44145887516328,55.66451604527763,0,1,1,77.28614117703083,0
Information Technology,7.646411777574434,65.69004120879912,77.74966668903951,95.93055192374976,1,3,0,35.81754057207722,0
Electronics,10.0,51.43078437509351,55.280110952238026,61.59457673704856,1,1,4,67.19384208634094,1
Computer Science,7.38472812033042,82.59135267901168,48.92774584108739,63.44591855155892,0,1,0,76.97321904344446,1
Computer Science,8.879127991542811,74.98125235537668,71.608119430602,25.115196349627972,0,0,2,40.8699942065196,0
Information Technology,6.656188289848935,94.11826154695623,65.21730466757903,61.48217276259025,0,3,1,48.404802465519545,1
Information Technology,7.458013811403646,51.82515384230392,79.39652008680916,80.05671448336894,2,5,2,43.93615409745888,0
Electronics,9.624960762762612,,68.80137321006175,45.78099361330619,1,4,1,75.45245971936066,1
Information Technology,6.747639530654679,68.47168883788359,73.07613008851945,51.48703397912937,0,2,1,58.61437759341736,0
Computer Science,9.674938269596314,74.69734306588656,45.64926205088134,79.26879831920597,0,1,2,53.58308211329807,0
Information Technology,8.34930232254657,61.764985436785516,98.32655409421385,38.42016997667504,1,0,1,34.36660166694025,0
